ticker,run_id,accession_number,form,filing_date,identity_admitted,ownership_table_state,structured_position_rows,class_allocation_complete,selected_as_opening_baseline,supported_single_rows,ownership_component_states_json,table_class_bases_json,document_signals_json,source_url,source_sha256
DOMH,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__domh,0001213900-25-107877,DEF 14A,2025-11-10,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,16,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 16}","{""SINGLE_OR_UNSPECIFIED"": 16}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/12239/000121390025107877/ea0261802-06.htm,f4014406fb94523c13f1167b7984fd555e3e1eba784584c0b4feccdcd4efc8af
DOMH,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__domh,0001213900-25-031890,10-K,2025-04-15,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,19,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 19}","{""SINGLE_OR_UNSPECIFIED"": 19}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/12239/000121390025031890/ea0237608-10k_domin.htm,2edd0092d90fe2627ba471080b585fcf172a739cd516a29fd7ec43e28d899425
DOMH,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__domh,0001213900-25-021928,DEF 14A,2025-03-10,True,OWNERSHIP_TABLE_MEASUREMENT_DATE_UNRESOLVED,18,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 18}","{""SINGLE_OR_UNSPECIFIED"": 18}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/12239/000121390025021928/ea0231750-02.htm,13697a4ac143e78134de68e3ab4094473e09eb17aa75f46a58f6c053813f997f
FORL,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__forl,0001213900-25-054453,DEF 14A,2025-06-16,True,OWNERSHIP_BASELINE_CONTENT_COMPLETE_CANDIDATE,11,False,False,11,"{""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 11}","{""SINGLE_OR_UNSPECIFIED"": 11}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1936255/000121390025054453/ea0245432-02.htm,34a2dc4e384a7b3695bd00b9762dc73e32d00d0a4abd97cb3ab04bc191c1cb7f
FORL,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__forl,0001213900-25-037576,10-K,2025-04-30,True,OWNERSHIP_BASELINE_CONTENT_COMPLETE_CANDIDATE,11,False,False,11,"{""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 11}","{""SINGLE_OR_UNSPECIFIED"": 11}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1936255/000121390025037576/ea0236170-10k_fourleaf.htm,d825c3285e47c1944f460182e220414f39b9ea3eca41dd9c13834a4b9c9a4036
FORL,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__forl,0001193125-24-156169,DEF 14A,2024-06-06,True,OWNERSHIP_BASELINE_CONTENT_COMPLETE_CANDIDATE,10,False,False,10,"{""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 10}","{""SINGLE_OR_UNSPECIFIED"": 10}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1936255/000119312524156169/d816385ddef14a.htm,a84b41393d1f9678f19d342f8fa382970c79778981c627fea68f235a5c56c01d
FORL,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__forl,0001193125-24-083637,10-K,2024-04-01,True,OWNERSHIP_BASELINE_CONTENT_COMPLETE_CANDIDATE,10,False,False,10,"{""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 10}","{""SINGLE_OR_UNSPECIFIED"": 10}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1936255/000119312524083637/d745148d10k.htm,0de93b53e21e30d19034313ac27ce00ca6b2982512cbc9ae19a22285d036ee26
GPUS,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__gpus,0001214659-25-017616,DEF 14A,2025-12-04,True,OWNERSHIP_BASELINE_CONTENT_COMPLETE_CANDIDATE,18,False,False,18,"{""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 18}","{""SINGLE_OR_UNSPECIFIED"": 18}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/896493/000121465925017616/i124253def14a.htm,15e3d3ab882f69abc62ecf4cec810cb6017c77c06c8de4d5a57e458705b668b1
GPUS,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__gpus,0001214659-25-006877,DEF 14A,2025-05-02,True,OWNERSHIP_BASELINE_CONTENT_COMPLETE_CANDIDATE,9,False,False,9,"{""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 9}","{""SINGLE_OR_UNSPECIFIED"": 9}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/896493/000121465925006877/i52254def14a.htm,e2ef5cf303488a92d1c58fae30295c1f93a12198a4fef527a7af04468b7ce901
GPUS,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__gpus,0001214659-25-005868,10-K,2025-04-15,True,OWNERSHIP_BASELINE_CONTENT_COMPLETE_CANDIDATE,9,False,False,9,"{""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 9}","{""SINGLE_OR_UNSPECIFIED"": 9}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/896493/000121465925005868/r4925210k.htm,3c0f3ca927b8ff611a6e17651a646a8b1256646cc1b84578e12285a911d878ae
GPUS,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__gpus,0001214659-25-003337,DEF 14A,2025-02-24,True,OWNERSHIP_BASELINE_CONTENT_COMPLETE_CANDIDATE,9,False,False,9,"{""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 9}","{""SINGLE_OR_UNSPECIFIED"": 9}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/896493/000121465925003337/j224250def14a.htm,1cbeb0fc79bd69fb0ece30397e4e86dadeaa684308a118a79d0ca5e61c0d84d3
HEPA,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__hepa,0001641172-25-006440,DEF 14A,2025-04-28,True,OWNERSHIP_TABLE_MEASUREMENT_DATE_UNRESOLVED,5,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 5}","{""SINGLE_OR_UNSPECIFIED"": 5}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1583771/000164117225006440/formdef14a.htm,bb46d0702a5330168e0d91f8fc9398e567a0c4ac27145324fb0010ad809afa49
HEPA,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__hepa,0001641172-25-003250,10-K,2025-04-08,True,NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1583771/000164117225003250/form10-k.htm,47e3847a5d05995fe6fa62d5fc6b112cb2e2f85c8b9e195c01a1d879b5b5afa8
HEPA,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__hepa,0001493152-25-005322,DEF 14A,2025-02-07,True,OWNERSHIP_TABLE_MEASUREMENT_DATE_UNRESOLVED,5,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 5}","{""SINGLE_OR_UNSPECIFIED"": 5}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1583771/000149315225005322/formdef14a.htm,a024006430171ab3427e13353f4739f64ee17f6b5130ce6e8bc89b824dafc9bd
HEPA,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__hepa,0001493152-25-001857,10-K/A,2025-01-13,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,7,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 7}","{""SINGLE_OR_UNSPECIFIED"": 7}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1583771/000149315225001857/form10-ka.htm,f69955f66aaa448aac8521cd3ae89da5dfefcc543d59384dfc5e8f2648019586
IDR,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__idr,0001654954-25-005891,DEF 14A,2025-05-20,True,OWNERSHIP_TABLE_NO_MANAGEMENT_BASELINE,1,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 1}","{""SINGLE_OR_UNSPECIFIED"": 1}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1030192/000165495425005891/idr_def14a.htm,e744947a970401f7e45a9451f2f120bec4010ba1515e828c572bff03f00bc42e
IDR,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__idr,0001654954-25-003575,10-K,2025-03-31,True,OWNERSHIP_TABLE_NO_MANAGEMENT_BASELINE,9,False,False,1,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 8, ""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 1}","{""SINGLE_OR_UNSPECIFIED"": 9}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1030192/000165495425003575/idr_10k.htm,1a938b6a33a9739960b4c8f5d2f23ecfb51ce69e8a7e361f56bae1bb81995229
IDR,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__idr,0001654954-24-006670,DEF 14A,2024-05-20,True,OWNERSHIP_TABLE_NO_MANAGEMENT_BASELINE,8,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 8}","{""SINGLE_OR_UNSPECIFIED"": 8}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1030192/000165495424006670/njmc_def14a.htm,75162c056179053d5c4d3bc399e06de2f0c7f6a08c95f0fcd4a91fbbb07c4adc
IDR,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__idr,0001654954-24-003564,10-K,2024-03-25,True,OWNERSHIP_TABLE_NO_MANAGEMENT_BASELINE,8,False,False,1,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 7, ""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 1}","{""SINGLE_OR_UNSPECIFIED"": 8}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1030192/000165495424003564/njmc_10k.htm,3ea3bf7a78d25f7af774922e0275663adf05f3b6763d7288bf1e0cc5f56603f0
IPXX,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__ipxx,0001213900-24-085973,DEF 14A,2024-10-07,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,7,False,False,0,"{""MULTI_CLASS_ALLOCATION_REQUIRED"": 7}","{""MULTI_CLASS_ORDINARY_SHARES"": 7}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1970622/000121390024085973/ea0215326-03.htm,6b731b8f4470c93811ceac52c94c0971489c2d0df18f71f130f19abc28f92fb4
IPXX,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__ipxx,0001213900-24-029041,10-K,2024-04-02,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,5,False,False,0,"{""MULTI_CLASS_ALLOCATION_REQUIRED"": 5}","{""MULTI_CLASS_ORDINARY_SHARES"": 5}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1970622/000121390024029041/ea0202401-10k_infle2.htm,b668bcfc1c989ae49b282d191aba4b8f6c126f62bfe2c4605a5b8705dd6c149f
MBI,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__mbi,0001193125-26-076834,10-K,2026-02-26,True,NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": false}",https://www.sec.gov/Archives/edgar/data/814585/000119312526076834/mbi-20251231.htm,37fe0c4b957ff4cf456fd43841e93a654b9b2e66ee5a4fe9e37fd00567f13159
MBI,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__mbi,0001193125-25-061326,DEF 14A,2025-03-24,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,14,False,False,3,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 11, ""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 3}","{""SINGLE_OR_UNSPECIFIED"": 14}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": true, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/814585/000119312525061326/d881224ddef14a.htm,55d3efe42a152cc78cede41e4123847cd47564229a6f0574ea66fbeaea8cb3c7
MBI,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__mbi,0000950170-25-029081,10-K,2025-02-27,True,NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": false}",https://www.sec.gov/Archives/edgar/data/814585/000095017025029081/mbi-20241231.htm,4ff7a9af4ebe9c7064208c92241f1995f6581cb33fe6a51d8aada444421a309a
MBI,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__mbi,0001193125-24-073824,DEF 14A,2024-03-21,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,14,False,False,3,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 11, ""NO_MULTI_CLASS_CONFLICT_IDENTIFIED"": 3}","{""SINGLE_OR_UNSPECIFIED"": 14}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": true, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/814585/000119312524073824/d633800ddef14a.htm,5163291e1df20bab0075ced0f12024e6695a3c789d05fb68806766537a76db28
MULN,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__muln,0001829126-25-004948,DEF 14A,2025-07-08,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,8,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 8}","{""SINGLE_OR_UNSPECIFIED"": 8}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1499961/000182912625004948/mullenautomotive_def14a.htm,923b2e4de6e27a0627db003c99c53c0e23341987f9ecdbe1ec28cc9110d2c049
MULN,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__muln,0001829126-25-003526,DEF 14A,2025-05-09,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,11,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 11}","{""SINGLE_OR_UNSPECIFIED"": 11}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1499961/000182912625003526/mullenautomotive_def14a.htm,aa3e79fd37a345addb7a3d55317cbf939d5265ef30749f43324a2d789ee23f82
MULN,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__muln,0001829126-25-001074,DEF 14A,2025-02-18,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,12,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 12}","{""SINGLE_OR_UNSPECIFIED"": 12}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1499961/000182912625001074/mullenautomotive_def14a.htm,9027754d50834fcf3e48fd7a07bb91713174ba7ab2c81e9dfbe9914897a6213c
MULN,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__muln,0001437749-25-001816,10-K,2025-01-24,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,12,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 12}","{""SINGLE_OR_UNSPECIFIED"": 12}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1499961/000143774925001816/muln20240930_10k.htm,882ace8249ae4fcec11844f3ced35fc17390f280a18fc0f658bddfb35deb8f16
NIVF,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__nivf,0001213900-25-043940,20-F/A,2025-05-15,True,PARTIAL_AMENDMENT_NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1981662/000121390025043940/ea0242349-20fa1_newgenivf.htm,d3a0eb17d7d79a23ccfd482df212f97ea0f64e7dff52b2e362cddf83ac8d5d90
NIVF,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__nivf,0001213900-25-033966,20-F,2025-04-22,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,4,False,False,0,"{""MULTI_CLASS_ALLOCATION_REQUIRED"": 4}","{""MULTI_CLASS_ORDINARY_SHARES"": 4}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1981662/000121390025033966/ea0235904-20f_newgenivf.htm,cf0a65314bae5160f1b3fc814947c23388435d56fd437d89cb95643e4715d074
OMCC,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__omcc,0000950170-25-099736,DEF 14A,2025-07-29,True,OWNERSHIP_TABLE_MEASUREMENT_DATE_UNRESOLVED,13,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 13}","{""SINGLE_OR_UNSPECIFIED"": 13}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1000045/000095017025099736/omcc-20250729.htm,c6abe400186616a98f894b7dfaa6c820cc2f8a9500300b89ebe45c59b23c54f5
OMCC,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__omcc,0000950170-25-097297,10-K/A,2025-07-21,True,PARTIAL_AMENDMENT_NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": false}",https://www.sec.gov/Archives/edgar/data/1000045/000095017025097297/omcc-20250331.htm,beb7bf1c09c5dfcc8121d63383fc126bcf3fac132c34e032d0040fbef975c4ec
OMCC,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__omcc,0000950170-25-091714,10-K/A,2025-06-30,True,PARTIAL_AMENDMENT_NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": false}",https://www.sec.gov/Archives/edgar/data/1000045/000095017025091714/omcc-20250331.htm,67e160aca317c49cd25eeaec84f8baf9637330304f7c9de933399a04229247a5
OMCC,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__omcc,0000950170-25-091151,10-K,2025-06-30,True,NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": false}",https://www.sec.gov/Archives/edgar/data/1000045/000095017025091151/omcc-20250331.htm,fb1ba31f447820b2692fb77f9dc7b1d6015baf991ed78eb04b4a3d3a60027d7d
OSG,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__osg,0001539497-24-000918,DEF 14A,2024-04-26,False,OWNERSHIP_TABLE_MEASUREMENT_DATE_UNRESOLVED,13,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 13}","{""SINGLE_OR_UNSPECIFIED"": 13}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/75208/000153949724000918/n4158_x2-def14a.htm,c3bc003ede8a74ad319107363e8684e71f6bf08b9836217636f667523ef507d6
OSG,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__osg,0001493152-24-011129,10-K/A,2024-03-25,False,NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": false}",https://www.sec.gov/Archives/edgar/data/75208/000149315224011129/form10-ka.htm,c10e1d2a4da359524890a69292c409b9f3d6e3d2f916a61eaa476892ef7b7900
OSG,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__osg,0001493152-24-009567,10-K,2024-03-11,False,NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/75208/000149315224009567/form10-k.htm,0e2cd71bcdbbb1963e878ffa7e1acc80cc60851f6e5e935aab8ff68b0f972f43
OSG,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__osg,0001539497-23-000786,DEF 14A,2023-05-01,False,OWNERSHIP_TABLE_MEASUREMENT_DATE_UNRESOLVED,14,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 14}","{""SINGLE_OR_UNSPECIFIED"": 14}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/75208/000153949723000786/n3515_x2-def14a.htm,f201c7e29edc6b5fecbefa4d5087ca4cb0e1d9eb7e166859be9696cec76e10ee
SCON,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__scon,0001104659-20-092699,DEF 14A,2020-08-10,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,8,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 8}","{""SINGLE_OR_UNSPECIFIED"": 8}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/895665/000110465920092699/tm2027041-1_def14a.htm,8550ab61618fa60990c11985e403618cd3f2514f07e47e4871474e8457518de2
SCON,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__scon,0001193125-20-090986,10-K,2020-03-30,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,8,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 8}","{""SINGLE_OR_UNSPECIFIED"": 8}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/895665/000119312520090986/d821249d10k.htm,a76a94d755aecb22760058630a3b69985e75249e426a3734c932557b0a6d7c68
SCON,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__scon,0001174947-19-001110,DEF 14A,2019-10-15,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,11,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 11}","{""SINGLE_OR_UNSPECIFIED"": 11}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/895665/000117494719001110/tv530831_def14a.htm,adccfb6dd7b80adcf17d4e2127f900e0eb41145eed22b5ffe378fd8001709caf
SCON,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__scon,0001193125-19-122351,DEF 14A,2019-04-26,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,10,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 10}","{""SINGLE_OR_UNSPECIFIED"": 10}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/895665/000119312519122351/d671460ddef14a.htm,e73f5ab50be6febaca397d97117baaf8297ccd1f153e590ddc3daad5e761c3e6
SNES,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__snes,0001628280-25-020246,DEF 14A,2025-04-28,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,10,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 10}","{""SINGLE_OR_UNSPECIFIED"": 10}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": true, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1680378/000162828025020246/snes-20250424.htm,cd2bf48dbbc83d83c7d473c5e7ba98b091e0bad4614f26679b1bb684c5093f42
